Unnamed: 0,animal_id,animal_name,experiment_id,sex,gene,age,plane_of_section,treatment,probe_orientation,sleep_state,pixel_size
34895,70041775,05-2045,70634297,Male,Pcgf6,P56,coronal,ISH,2,Nothing,1.049
34905,702843,2407,2321,Male,Impg1,P56,coronal,ISH,2,Nothing,1.63
34909,702556,2005,793,Male,Per2,P56,coronal,ISH,2,Nothing,1.63
34938,70041823,05-2056,70634406,Male,Ublcp1,P56,coronal,ISH,2,Nothing,1.049
34943,70404883,05-2367,71247615,Male,Gpr6,P56,coronal,ISH,2,Nothing,1.049
34953,70073507,05-2076,70743870,Male,Plekha5,P56,coronal,ISH,2,Nothing,1.049
34961,77440700,321-0068,77764931,Female,Gal,P56,coronal,ISH,2,Nothing,1.049
34962,702611,2092,2727,Male,Wnt11,P56,coronal,ISH,2,Nothing,1.63
34965,74834133,06-0310,75041515,Male,Magi3,P56,coronal,ISH,2,Nothing,1.049
34990,77378360,311-0664,78099460,Male,Arr3,P56,coronal,ISH,2,RS-C,1.049
34997,73425200,05-3523,74357567,Male,Nell1,P56,coronal,ISH,2,Nothing,1.049
34998,75195198,06-0491,75774673,Male,Mtfp1,P56,coronal,ISH,2,Nothing,1.049
35004,702481,1897,238,Male,Cdh6,P56,coronal,ISH,2,Nothing,1.63
35008,702492,1908,320,Male,Tomm70a,P56,coronal,ISH,2,Nothing,1.63
35009,71887442,05-3275,73817928,Male,Gem,P56,coronal,ISH,2,Nothing,1.049
35010,702560,2009,381,Male,Efna3,P56,coronal,ISH,2,Nothing,1.63
35014,702517,1940,594,Male,Impact,P56,coronal,ISH,2,Nothing,1.63
35015,702537,1971,614,Male,Kifc2,P56,coronal,ISH,2,Nothing,1.63
35017,702536,1968,1263,Male,Plxnb2,P56,coronal,ISH,2,Nothing,1.63
35018,702865,2430,1980,Male,Olfml2b,P56,coronal,ISH,2,Nothing,1.63
35020,72611,04-0173,275875,Male,Rnf122,P56,coronal,ISH,2,Nothing,1.049
35021,68663406,05-0386,69120555,Male,Cst3,P56,coronal,ISH,2,Nothing,1.049
35023,77466884,321-0245,78590035,Male,Cap1,P56,coronal,ISH,2,Nothing,1.049
35025,71456196,05-3168,73636089,Male,Rasd2,P56,coronal,ISH,2,Nothing,1.049
35026,74625606,06-0221,74819681,Male,Gbas,P56,coronal,ISH,2,Nothing,1.049
35027,77407883,321-0138,78632788,Male,Rorb,P56,coronal,ISH,2,Nothing,1.049
35028,77466888,321-0246,78633497,Male,Zeb2,P56,coronal,ISH,2,Nothing,1.049
35029,79322576,335-1084,79490114,Male,Clu,P56,coronal,ISH,2,Nothing,1.049
35072,702540,1976,2359,Male,Kpna4,P56,coronal,ISH,2,Nothing,1.63
35095,702586,2051,665,Male,Mcm3ap,P56,coronal,ISH,2,Nothing,1.63
35098,69573394,05-1527,70301276,Male,Rps6ka2,P56,coronal,ISH,2,Nothing,1.049
35100,71393000,05-3088,73512199,Male,Psmc3,P56,coronal,ISH,2,Nothing,1.049
35133,77238039,07-0011,77332092,Male,Spsb1,P56,coronal,ISH,2,Nothing,1.049
35134,72010481,05-3372,73992940,Male,Mroh1,P56,coronal,ISH,2,Nothing,1.049
35159,77385527,321-0082,78545307,Male,Grin2b,P56,coronal,ISH,2,Nothing,1.049
35163,71887414,05-3261,73817431,Male,Col12a1,P56,coronal,ISH,2,Nothing,1.049
35191,74784882,06-0296,74988710,Male,Grin2b,P56,coronal,ISH,2,Nothing,1.049
35200,70430428,05-2375,71249055,Male,Foxo1,P56,coronal,ISH,2,Nothing,1.049
35225,710949,310-1481,112648831,Male,Mdfi,P56,coronal,ISH,2,Nothing,0.9982
35233,74510869,06-0189,74819254,Male,Casq1,P56,coronal,ISH,2,Nothing,1.049
35259,71339080,05-3064,72472780,Male,Esyt3,P56,coronal,ISH,2,Nothing,1.049
35265,71444837,05-3132,73592540,Male,Col4a2,P56,coronal,ISH,2,Nothing,1.049
35273,70780130,05-2579,71587887,Male,Kcnip3,P56,coronal,ISH,2,Nothing,1.049
35275,702832,2396,2399,Male,Mapk14,P56,coronal,ISH,2,Nothing,1.63
35279,73634011,05-3718,74581444,Male,Pappa,P56,coronal,ISH,2,Nothing,1.049
35285,70309827,05-2289,71015816,Male,1110008P14Rik,P56,coronal,ISH,2,Nothing,1.049
35286,73425078,05-3510,74357551,Male,Scrn1,P56,coronal,ISH,2,Nothing,1.049
35300,77458264,321-0049,77790689,Female,Nos1,P56,coronal,ISH,2,Nothing,1.049
35307,74703391,06-0257,74882166,Male,Cops4,P56,coronal,ISH,2,Nothing,1.049
35335,75023609,06-0383,75145998,Male,Ggt7,P56,coronal,ISH,2,Nothing,1.049
35357,72010481,05-3372,73992937,Male,Csf2rb2,P56,coronal,ISH,2,Nothing,1.049
35361,73633970,05-3710,74581381,Male,Hsbp1,P56,coronal,ISH,2,Nothing,1.049
35371,74878309,06-0328,75079775,Male,Mt3,P56,coronal,ISH,2,Nothing,1.049
35397,70404795,05-2347,71020445,Male,Rgs8,P56,coronal,ISH,2,Nothing,1.049
35400,77238051,07-0014,77340466,Male,Hexb,P56,coronal,ISH,2,Nothing,1.049
35404,71083128,05-2842,71924077,Male,Myt1,P56,coronal,ISH,2,Nothing,1.049
35414,73502205,05-3561,74357575,Male,Cryab,P56,coronal,ISH,2,Nothing,1.049
35442,641743,04-0777,67855414,Male,Trp53,P56,coronal,ISH,2,Nothing,1.049
35456,77431363,321-0041,77792767,Female,Htr2c,P56,coronal,ISH,2,Nothing,1.049
35469,75819053,06-0702,76115740,Male,Prdx5,P56,coronal,ISH,2,Nothing,1.049
35483,71101517,05-2872,71924374,Male,Clvs2,P56,coronal,ISH,2,Nothing,1.049
35497,74834097,06-0308,75041444,Male,Il11ra2,P56,coronal,ISH,2,Nothing,1.049
35505,702607,2088,100,Male,Gata2,P56,coronal,ISH,2,Nothing,1.63
35506,71203649,05-2951,72081445,Male,St8sia5,P56,coronal,ISH,2,Nothing,1.049
35509,702502,1921,870,Male,Dnajc16,P56,coronal,ISH,2,Nothing,1.63
35510,702691,2220,994,Male,Sod1,P56,coronal,ISH,2,Nothing,1.63
35511,702485,1901,1001,Male,Sst,P56,coronal,ISH,2,Nothing,1.63
35512,702578,2043,1361,Male,Gmps,P56,coronal,ISH,2,Nothing,1.63
35514,702786,2338,1563,Male,Pou2f1,P56,coronal,ISH,2,Nothing,1.63
35515,702844,2408,1697,Male,Nomo1,P56,coronal,ISH,2,Nothing,1.63
35516,702851,2415,1938,Male,Obfc1,P56,coronal,ISH,2,Nothing,1.63
35517,702849,2413,2151,Male,Dmwd,P56,coronal,ISH,2,Nothing,1.63
35518,693416,04-0809,67881554,Male,Gpr89,P56,coronal,ISH,2,Nothing,1.049
35519,70123616,05-2147,70814344,Male,Atf3,P56,coronal,ISH,2,Nothing,1.049
35520,70404883,05-2367,71247618,Male,Grik2,P56,coronal,ISH,2,Nothing,1.049
35521,70499985,05-2435,71358627,Male,Dnajc6,P56,coronal,ISH,2,Nothing,1.049
35523,72010476,05-3370,73992929,Male,Cidea,P56,coronal,ISH,2,Nothing,1.049
35524,74495161,06-0175,74749996,Male,Trim37,P56,coronal,ISH,2,Nothing,1.049
35525,79355511,335-1130,79587726,Male,Sod1,P56,coronal,ISH,2,Nothing,1.049
35588,71101536,05-2863,71924145,Male,Tmem255b,P56,coronal,ISH,2,Nothing,1.049
35593,72147821,05-3405,74047855,Male,Slc25a10,P56,coronal,ISH,2,Nothing,1.049
35599,73573668,05-3642,74511739,Male,Ghsr,P56,coronal,ISH,2,Nothing,1.049
35603,74580301,06-0216,74819517,Male,Rcor1,P56,coronal,ISH,2,Nothing,1.049
35632,75064102,06-0430,75551461,Male,Chrna6,P56,coronal,ISH,2,Nothing,1.049
35634,71061967,05-2828,71836877,Male,Upp1,P56,coronal,ISH,2,Nothing,1.049
35638,70013757,05-2030,70634119,Male,Fbxo21,P56,coronal,ISH,2,Nothing,1.049
35648,693396,04-0808,67881545,Male,Rfxank,P56,coronal,ISH,2,Nothing,1.049
35689,74878483,06-0335,75084477,Male,Nrk,P56,coronal,ISH,2,Nothing,1.049
35697,702666,2185,498,Male,Glrb,P56,coronal,ISH,2,Nothing,1.63
35739,73989623,06-0033,74658032,Male,Sun2,P56,coronal,ISH,2,Nothing,1.049
35760,702606,2087,2739,Male,Ywhae,P56,coronal,ISH,2,Nothing,1.63
35766,72010417,05-3361,73992908,Male,Fndc1,P56,coronal,ISH,2,Nothing,1.049
35786,702525,1948,224,Male,Cd44,P56,coronal,ISH,2,Nothing,1.63
35787,73620089,05-3688,74511966,Male,Gm520,P56,coronal,ISH,2,Nothing,1.049
35797,71935568,05-3299,73929609,Male,Slc6a15,P56,coronal,ISH,2,Nothing,1.049
35820,71444866,05-3142,73635816,Male,Pacs2,P56,coronal,ISH,2,Nothing,1.049
35832,83971,04-0237,356088,Male,Pias2,P56,coronal,ISH,2,Nothing,1.049
35834,71392936,05-3079,72472802,Male,Slc6a11,P56,coronal,ISH,2,Nothing,1.049
35846,79355626,335-1135,79591611,Male,Grm2,P56,coronal,ISH,2,Nothing,1.049
35863,71993639,05-3327,73930840,Male,Camkk1,P56,coronal,ISH,2,Nothing,1.049
35877,702810,2365,1506,Male,Kif15,P56,coronal,ISH,2,Nothing,1.63
35883,702591,2056,799,Male,Pip4k2c,P56,coronal,ISH,2,Nothing,1.63
35884,702839,2403,1651,Male,Cmbl,P56,coronal,ISH,2,Nothing,1.63
35885,72147821,05-3405,74047876,Male,Slc10a3,P56,coronal,ISH,2,Nothing,1.049
35895,74741176,06-0274,74957922,Male,Zfp114,P56,coronal,ISH,2,Nothing,1.049
35905,74784504,06-0290,74988519,Male,Atg3,P56,coronal,ISH,2,Nothing,1.049
35919,74878317,06-0332,75080249,Male,Aif1,P56,coronal,ISH,2,Nothing,1.049
35937,74833315,06-0298,74988741,Male,Kansl3,P56,coronal,ISH,2,Nothing,1.049
35941,73425261,05-3522,74357563,Male,Pln,P56,coronal,ISH,2,Nothing,1.049
35943,70041865,05-2044,70634236,Male,Socs6,P56,coronal,ISH,2,Nothing,1.049
35950,78084783,321-0728,79737472,Male,Inpp4b,P56,coronal,ISH,2,Nothing,1.049
35953,71993643,05-3329,73931405,Male,Gxylt2,P56,coronal,ISH,2,Nothing,1.049
35960,75819045,06-0707,76135807,Male,Rasgrp4,P56,coronal,ISH,2,Nothing,1.049
35963,69482179,05-1436,70232000,Male,Prph,P56,coronal,ISH,2,Nothing,1.049
35965,77799956,321-0496,78544629,Male,Etv1,P56,coronal,ISH,2,Nothing,1.049
35967,702612,2093,2419,Male,Gm953,P56,coronal,ISH,2,Nothing,1.63
35971,70429725,05-2387,71250311,Male,AI450948,P56,coronal,ISH,2,Nothing,1.049
35992,73652008,05-3724,74583151,Male,Sirpa,P56,coronal,ISH,2,Nothing,1.049
35994,74703313,06-0252,74881790,Male,Bad,P56,coronal,ISH,2,Nothing,1.049
35996,74834137,06-0311,75041561,Male,Rassf6,P56,coronal,ISH,2,Nothing,1.049
35997,72147825,05-3407,74047888,Male,Tango2,P56,coronal,ISH,2,Nothing,1.049
36002,79374560,335-1141,79591721,Male,Tacr1,P56,coronal,ISH,2,Nothing,1.049
36004,702527,1950,257,Male,Chrd,P56,coronal,ISH,2,Nothing,1.63
36006,72010476,05-3370,73992934,Male,Med26,P56,coronal,ISH,2,Nothing,1.049
36010,702787,2339,655,Male,Lynx1,P56,coronal,ISH,2,Nothing,1.63
36011,702674,2196,909,Male,Rtn2,P56,coronal,ISH,2,Nothing,1.63
36012,702772,2323,2247,Male,Gabrb1,P56,coronal,ISH,2,Nothing,1.63
36013,702584,2049,2711,Male,Usp21,P56,coronal,ISH,2,Nothing,1.63
36014,72672,04-0188,293036,Male,Pttg1,P56,coronal,ISH,2,Nothing,1.049
36018,71019484,05-2788,71717630,Male,2010111I01Rik,P56,coronal,ISH,2,Nothing,1.049
36019,71203532,05-2948,72081395,Male,Gsn,P56,coronal,ISH,2,Nothing,1.049
36020,72967192,05-3497,74274686,Male,Cdc25b,P56,coronal,ISH,2,Nothing,1.049
36022,78087654,321-0717,79707532,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
36023,702562,2014,1329,Male,Atm,P56,coronal,ISH,2,Nothing,1.63
36055,711110,310-1485,112194721,Male,Myc,P56,coronal,ISH,2,Nothing,0.9887
36058,70230607,05-2223,70928396,Male,Tacc3,P56,coronal,ISH,2,Nothing,1.049
36069,71227918,05-2968,72108823,Male,Cacng8,P56,coronal,ISH,2,Nothing,1.049
36077,77238055,07-0015,77340480,Male,Kcng1,P56,coronal,ISH,2,Nothing,1.049
36080,74865119,06-0321,75043143,Male,Arl3,P56,coronal,ISH,2,Nothing,1.049
36105,71444841,05-3134,73615572,Male,LOC434236,P56,coronal,ISH,2,Nothing,1.049
36143,71185726,05-2927,72077455,Male,Schip1,P56,coronal,ISH,2,Nothing,1.049
36146,72010421,05-3363,73992911,Male,Gucy2c,P56,coronal,ISH,2,Nothing,1.049
36149,74899344,06-0344,75080999,Male,Calcr,P56,coronal,ISH,2,Nothing,1.049
36155,75195207,06-0495,75774687,Male,Rps15,P56,coronal,ISH,2,Nothing,1.049
36164,74865119,06-0321,75043144,Male,Tmem11,P56,coronal,ISH,2,Nothing,1.049
36166,75078647,06-0453,75749390,Male,Hspa4l,P56,coronal,ISH,2,Nothing,1.049
36183,79355679,335-1139,79591685,Male,Slc6a1,P56,coronal,ISH,2,Nothing,1.049
36194,71478425,05-3196,73732151,Male,Notum,P56,coronal,ISH,2,Nothing,1.049
36203,72147861,05-3404,74047843,Male,Tfap2c,P56,coronal,ISH,2,Nothing,1.049
36209,74481150,06-0167,74743283,Male,Ptpn4,P56,coronal,ISH,2,Nothing,1.049
36212,71456240,05-3167,73636040,Male,Adarb1,P56,coronal,ISH,2,Nothing,1.049
36216,72963884,05-3491,74272905,Male,Tll1,P56,coronal,ISH,2,Nothing,1.049
36231,702827,2390,1649,Male,Ostc,P56,coronal,ISH,2,Nothing,1.63
36233,77407903,321-0140,79748520,Male,Rprm,P56,coronal,ISH,2,Nothing,1.049
36249,711108,310-1483,112643861,Male,Sec61a2,P56,coronal,ISH,2,Nothing,0.9887
36259,72010476,05-3370,73992932,Male,Col4a5,P56,coronal,ISH,2,Nothing,1.049
36298,79355487,335-1124,79556712,Male,Ngb,P56,coronal,ISH,2,Nothing,1.049
36323,73651972,05-3729,74641112,Male,Cables2,P56,coronal,ISH,2,Nothing,1.049
36340,77561824,07-0123,77887884,Male,Csdc2,P56,coronal,ISH,2,Nothing,1.049
36343,72008723,05-3347,73931634,Male,Gm626,P56,coronal,ISH,2,Nothing,1.049
36364,71993695,05-3336,73992715,Male,Cd63,P56,coronal,ISH,2,Nothing,1.049
36375,79355511,335-1130,79587728,Male,Ly6e,P56,coronal,ISH,2,Nothing,1.049
36400,74703362,06-0262,74882656,Male,Manea,P56,coronal,ISH,2,Nothing,1.049
36403,74899330,06-0342,75080620,Male,Fam120a,P56,coronal,ISH,2,Nothing,1.049
36440,71444866,05-3142,73635796,Male,Filip1,P56,coronal,ISH,2,Nothing,1.049
36448,72970664,05-3503,74274684,Male,Lrmp,P56,coronal,ISH,2,Nothing,1.049
36450,73651943,05-3719,74581446,Male,Magix,P56,coronal,ISH,2,Nothing,1.049
36454,71414707,05-3112,73521814,Male,Prkcg,P56,coronal,ISH,2,Nothing,1.049
36479,74357307,06-0121,74800883,Male,Uaca,P56,coronal,ISH,2,Nothing,1.049
36485,70430524,05-2386,71249084,Male,Limch1,P56,coronal,ISH,2,Nothing,1.049
36486,71185713,05-2926,72103842,Male,Zfp57,P56,coronal,ISH,2,Nothing,1.049
36492,79355616,335-1134,79591573,Male,Rcn1,P56,coronal,ISH,2,Nothing,1.049
36497,72172843,05-3434,74047906,Male,Hsdl2,P56,coronal,ISH,2,Nothing,1.049
36499,74625635,06-0222,74819686,Male,Smu1,P56,coronal,ISH,2,Nothing,1.049
36502,702770,2319,108,Male,Aqp4,P56,coronal,ISH,2,Nothing,1.63
36505,702486,1902,318,Male,D16Ertd472e,P56,coronal,ISH,2,Nothing,1.63
36509,702578,2043,680,Male,Mup2,P56,coronal,ISH,2,Nothing,1.63
36511,702826,2389,1770,Male,Mlc1,P56,coronal,ISH,2,Nothing,1.63
36512,702846,2410,2047,Male,Asgr1,P56,coronal,ISH,2,Nothing,1.63
36518,77238051,07-0014,77340468,Male,Hpse,P56,coronal,ISH,2,Nothing,1.049
36519,77561824,07-0123,77887878,Male,Ano6,P56,coronal,ISH,2,Nothing,1.049
36520,79338765,335-1118,79556607,Male,Pitx2,P56,coronal,ISH,2,Nothing,1.049
36568,702631,2122,94,Male,Anp32a,P56,coronal,ISH,2,Nothing,1.63
36572,74071281,06-0065,74658130,Male,Cs,P56,coronal,ISH,2,Nothing,1.049
36578,72172847,05-3436,74047919,Male,Tex261,P56,coronal,ISH,2,Nothing,1.049
36595,74833323,06-0300,74988750,Male,Armc2,P56,coronal,ISH,2,Nothing,1.049
36596,702528,1959,592,Male,Igsf5,P56,coronal,ISH,2,Nothing,1.63
36609,77415161,321-0024,77792751,Female,Htr2c,P56,coronal,ISH,2,Nothing,1.049
36610,71903154,05-3297,73925721,Male,Adarb2,P56,coronal,ISH,2,Nothing,1.049
36624,71993651,05-3333,73931418,Male,Gm4887,P56,coronal,ISH,2,Nothing,1.049
36627,74657126,06-0250,74881547,Male,Arhgef6,P56,coronal,ISH,2,Nothing,1.049
36653,75749824,06-0677,76115728,Male,Got2,P56,coronal,ISH,2,Nothing,1.049
36656,73634007,05-3717,74581424,Male,Kcnb2,P56,coronal,ISH,2,Nothing,1.049
36659,71061925,05-2819,71836847,Male,Cyp39a1,P56,coronal,ISH,2,Nothing,1.049
36666,77537635,321-0205,77851940,Female,Eif2s3x,P56,coronal,ISH,2,Nothing,1.049
36670,702865,2430,2153,Male,Dnajb12,P56,coronal,ISH,2,Nothing,1.63
36693,77440648,321-0022,77790677,Female,Nos1,P56,coronal,ISH,2,Nothing,1.049
36706,70404787,05-2343,71063725,Male,Sez6,P56,coronal,ISH,2,Nothing,1.049
36707,71392936,05-3079,72472799,Male,Fbn2,P56,coronal,ISH,2,Nothing,1.049
36708,75180083,06-0480,75773511,Male,Scg5,P56,coronal,ISH,2,Nothing,1.049
36711,72965028,05-3493,74272917,Male,Col5a3,P56,coronal,ISH,2,Nothing,1.049
36720,70101644,05-2127,70813908,Male,Spint1,P56,coronal,ISH,2,Nothing,1.049
36731,78093663,321-0722,78544983,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
36749,79355479,335-1122,79556674,Male,Uchl1,P56,coronal,ISH,2,Nothing,1.049
36751,71733640,05-3258,73817425,Male,Gpr12,P56,coronal,ISH,2,Nothing,1.049
36758,71444940,05-3135,73615793,Male,Nr4a3,P56,coronal,ISH,2,Nothing,1.049
36767,77238071,07-0019,77371759,Male,Osbpl9,P56,coronal,ISH,2,Nothing,1.049
36769,71061887,05-2814,71836833,Male,Ina,P56,coronal,ISH,2,Nothing,1.049
36775,74703383,06-0253,74881879,Male,Focad,P56,coronal,ISH,2,Nothing,1.049
36780,71061993,05-2825,71836875,Male,Rprm,P56,coronal,ISH,2,Nothing,1.049
36788,77378348,311-0661,78098283,Male,Vwf,P56,coronal,ISH,2,SD,1.049
36792,77440616,321-0055,77790625,Female,Cckbr,P56,coronal,ISH,2,Nothing,1.049
36795,71414685,05-3110,73521805,Male,Rab3c,P56,coronal,ISH,2,Nothing,1.049
36798,74580293,06-0214,74819486,Male,Uba6,P56,coronal,ISH,2,Nothing,1.049
36803,75063998,06-0431,75551468,Male,Gabrb3,P56,coronal,ISH,2,Nothing,1.049
36811,74625606,06-0221,74819652,Male,Gpx2,P56,coronal,ISH,2,Nothing,1.049
36819,702850,2414,2105,Male,Clca3a1,P56,coronal,ISH,2,Nothing,1.63
36840,74495210,06-0178,74750014,Male,Chd3os,P56,coronal,ISH,2,Nothing,1.049
36849,71203532,05-2948,72081406,Male,Car12,P56,coronal,ISH,2,Nothing,1.049
36857,70404883,05-2367,71247597,Male,Bai3,P56,coronal,ISH,2,Nothing,1.049
36871,74580293,06-0214,74819487,Male,Axin2,P56,coronal,ISH,2,Nothing,1.049
36872,702561,2012,1601,Male,Bcl7b,P56,coronal,ISH,2,Nothing,1.63
36884,77529362,07-0118,77868713,Male,Hcrtr1,P56,coronal,ISH,2,Nothing,1.049
36885,79355641,335-1138,79591669,Male,Gad2,P56,coronal,ISH,2,Nothing,1.049
36916,79857047,321-1529,80409893,Male,Inpp4b,P56,coronal,ISH,2,Nothing,1.049
36921,77207553,311-0555,77607030,Male,Fos,P56,coronal,ISH,2,W,1.049
36925,71101496,05-2866,71924291,Male,B2m,P56,coronal,ISH,2,Nothing,1.049
36942,70911361,05-2687,71670733,Male,Tas2r144,P56,coronal,ISH,2,Nothing,1.049
36946,73568147,05-3623,74425547,Male,Jup,P56,coronal,ISH,2,Nothing,1.049
36971,72587,04-0167,276273,Male,Rnf219,P56,coronal,ISH,2,Nothing,1.049
36972,77537635,321-0205,77791998,Female,Gabre,P56,coronal,ISH,2,Nothing,1.049
36973,71414707,05-3112,73521809,Male,Tle4,P56,coronal,ISH,2,Nothing,1.049
36988,70298669,05-2253,71015350,Male,Mgst3,P56,coronal,ISH,2,Nothing,1.049
36999,73806591,06-0003,74641317,Male,Aars,P56,coronal,ISH,2,Nothing,1.049
37003,71227926,05-2972,72118960,Male,Sipa1l2,P56,coronal,ISH,2,Nothing,1.049
37005,702538,1972,474,Male,Gabrg2,P56,coronal,ISH,2,Nothing,1.63
37006,702502,1921,625,Male,Lsamp,P56,coronal,ISH,2,Nothing,1.63
37007,104440,04-0337,654928,Male,Dpysl3,P56,coronal,ISH,2,Nothing,1.049
37010,73540579,05-3609,74425524,Male,Tnfrsf19,P56,coronal,ISH,2,Nothing,1.049
37012,77415317,321-0160,77764963,Male,Gal,P56,coronal,ISH,2,Nothing,1.049
37041,71476515,05-3174,73636093,Male,Col24a1,P56,coronal,ISH,2,Nothing,1.049
37057,702573,2037,851,Male,Ptgds,P56,coronal,ISH,2,Nothing,1.63
37074,71185713,05-2926,72103854,Male,Nell2,P56,coronal,ISH,2,Nothing,1.049
37078,74553251,06-0191,74819233,Male,Smtn,P56,coronal,ISH,2,Nothing,1.049
37084,73521874,05-3595,74363336,Male,B230312C02Rik,P56,coronal,ISH,2,Nothing,1.049
37106,71393119,05-3097,73520406,Male,Prkch,P56,coronal,ISH,2,Nothing,1.049
37118,77466872,321-0242,78544953,Male,Cacna2d1,P56,coronal,ISH,2,Nothing,1.049
37139,70822215,05-2622,71670687,Male,Plekhg1,P56,coronal,ISH,2,Nothing,1.049
37147,75023592,06-0381,75144624,Male,Sptb,P56,coronal,ISH,2,Nothing,1.049
37148,71101517,05-2872,71924363,Male,Decr2,P56,coronal,ISH,2,Nothing,1.049
37187,71061925,05-2819,71836844,Male,Atp1a1,P56,coronal,ISH,2,Nothing,1.049
37197,77407871,321-0135,78556841,Male,Rprm,P56,coronal,ISH,2,Nothing,1.049
37226,71250828,05-2993,72283793,Male,Kcnmb4,P56,coronal,ISH,2,Nothing,1.049
37228,70999140,05-2764,71717305,Male,Galnt16,P56,coronal,ISH,2,Nothing,1.049
37234,702512,1933,1549,Male,Vdac3,P56,coronal,ISH,2,Nothing,1.63
37241,702533,1965,2127,Male,Cryaa,P56,coronal,ISH,2,Nothing,1.63
37245,77561820,07-0122,77887842,Male,Traip,P56,coronal,ISH,2,Nothing,1.049
37248,70822215,05-2622,71670683,Male,Pde7b,P56,coronal,ISH,2,Nothing,1.049
37249,74785062,06-0293,74988601,Male,Mpv17l2,P56,coronal,ISH,2,Nothing,1.049
37250,71993651,05-3333,73931416,Male,Trim16,P56,coronal,ISH,2,Nothing,1.049
37270,83995,04-0243,356490,Male,Sub1,P56,coronal,ISH,2,Nothing,1.049
37271,70091360,05-2095,70743903,Male,Fhl2,P56,coronal,ISH,2,Nothing,1.049
37273,80329294,335-1218,80517357,Male,Cks2,P56,coronal,ISH,2,Nothing,1.049
37275,101598,04-0330,654924,Male,Rap1gds1,P56,coronal,ISH,2,Nothing,1.049
37280,71185654,05-2913,72008118,Male,6430548M08Rik,P56,coronal,ISH,2,Nothing,1.049
37300,77537631,321-0204,77764093,Female,Cacna1g,P56,coronal,ISH,2,Nothing,1.049
37303,74878483,06-0335,75084476,Male,Nog,P56,coronal,ISH,2,Nothing,1.049
37310,71414883,05-3113,73521820,Male,Robo1,P56,coronal,ISH,2,Nothing,1.049
37325,71101517,05-2872,71924353,Male,Clmp,P56,coronal,ISH,2,Nothing,1.049
37329,70430524,05-2386,71249082,Male,Megf10,P56,coronal,ISH,2,Nothing,1.049
37366,71061925,05-2819,71836849,Male,Ier2,P56,coronal,ISH,2,Nothing,1.049
37367,71476731,05-3193,73732148,Male,Twf2,P56,coronal,ISH,2,Nothing,1.049
37382,72010421,05-3363,73992912,Male,Hc,P56,coronal,ISH,2,Nothing,1.049
37399,73634011,05-3718,74581440,Male,Ostn,P56,coronal,ISH,2,Nothing,1.049
37401,74834137,06-0311,75041550,Male,C1qtnf3,P56,coronal,ISH,2,Nothing,1.049
37406,79398735,335-1186,79908808,Male,Mecp2,P56,coronal,ISH,2,Nothing,1.049
37409,79857047,321-1529,80412958,Male,Nnat,P56,coronal,ISH,2,Nothing,1.049
37421,72010481,05-3372,73992939,Male,Arhgap39,P56,coronal,ISH,2,Nothing,1.049
37437,75078647,06-0453,75749409,Male,Zfp61,P56,coronal,ISH,2,Nothing,1.049
37439,79921449,321-1523,80388769,Male,Ndnf,P56,coronal,ISH,2,Nothing,1.049
37448,710946,310-1478,112650336,Male,Drd4,P56,coronal,ISH,2,Nothing,0.9982
37450,77529358,07-0117,77866900,Male,Lef1,P56,coronal,ISH,2,Nothing,1.049
37461,75023592,06-0381,75144645,Male,A730096I18Rik*,P56,coronal,ISH,2,Nothing,1.049
37486,74899372,06-0339,75081398,Male,Zfp330,P56,coronal,ISH,2,Nothing,1.049
37498,77440620,321-0056,77766029,Female,Npy1r,P56,coronal,ISH,2,Nothing,1.049
37499,83934,04-0228,355883,Male,Usp11,P56,coronal,ISH,2,Nothing,1.049
37501,71903209,05-3296,73925717,Male,Fhdc1,P56,coronal,ISH,2,Nothing,1.049
37512,702481,1897,756,Male,Sebox,P56,coronal,ISH,2,Nothing,1.63
37513,702665,2184,1124,Male,Ywhag,P56,coronal,ISH,2,Nothing,1.63
37514,702777,2328,1175,Male,Cnp,P56,coronal,ISH,2,Nothing,1.63
37516,702819,2382,1858,Male,Syap1,P56,coronal,ISH,2,Nothing,1.63
37517,702587,2052,1994,Male,Pde4dip,P56,coronal,ISH,2,Nothing,1.63
37518,702811,2367,2226,Male,Fnta,P56,coronal,ISH,2,Nothing,1.63
37519,702795,2348,2442,Male,Nudc,P56,coronal,ISH,2,Nothing,1.63
37525,71299316,05-3032,72340236,Male,AW046396,P56,coronal,ISH,2,Nothing,1.049
37526,71571400,05-3215,73788032,Male,Nts,P56,coronal,ISH,2,Nothing,1.049
37527,71887410,05-3259,73817429,Male,Cadps2,P56,coronal,ISH,2,Nothing,1.049
37559,72010476,05-3370,73992930,Male,Cnnm1,P56,coronal,ISH,2,Nothing,1.049
37566,72010441,05-3373,73992947,Male,Eif5a2,P56,coronal,ISH,2,Nothing,1.049
37568,74703399,06-0261,74882595,Male,Galnt6,P56,coronal,ISH,2,Nothing,1.049
37572,74510837,06-0181,74750065,Male,Epb4.1l1,P56,coronal,ISH,2,Nothing,1.049
37579,79355499,335-1127,79556696,Male,Mapt,P56,coronal,ISH,2,Nothing,1.049
37585,75195186,06-0485,75774108,Male,Polr1e,P56,coronal,ISH,2,Nothing,1.049
